,Source,Target
380308,96018,105048
380319,96020,97286
380387,96034,5836
380414,96040,6827
380508,96059,104296
380622,96083,110959
380662,96090,18206
380682,96090,88190
380726,96099,23210
380738,96099,84109
380753,96099,106028
380773,96110,71571
380774,96110,99119
380822,96124,11239
380846,96132,109600
380960,96148,19850
380961,96148,52318
380962,96148,56005
380963,96148,97055
380964,96148,97394
380965,96148,101463
380966,96148,105714
380967,96148,106212
381011,96161,23083
381092,96188,10566
381124,96194,80859
381138,96198,97932
381257,96234,58657
381258,96234,86609
381294,96246,13760
381298,96246,34818
381299,96246,67552
381303,96246,92934
381307,96246,110074
381319,96251,106109
381350,96262,15492
381367,96263,91704
381379,96266,70504
381380,96266,82276
381381,96266,82955
381382,96266,84797
381383,96266,89212
381384,96266,90502
381385,96266,94852
381386,96266,100036
381387,96266,104390
381388,96266,107619
381436,96274,30384
381437,96274,51963
381438,96274,87604
381442,96276,27371
381445,96276,43745
381506,96283,64771
381510,96283,97349
381517,96285,23944
381518,96285,42091
381549,96300,18408
381595,96307,60483
381619,96312,82714
381632,96312,111343
381646,96319,107257
381655,96323,30144
381762,96356,111323
381763,96357,95634
381764,96357,96355
381790,96374,6082
381791,96374,8375
381792,96374,9271
381793,96374,13540
381794,96374,15801
381795,96374,16297
381796,96374,16376
381797,96374,24619
381798,96374,25163
381799,96374,34861
381800,96374,43025
381801,96374,47886
381802,96374,49457
381803,96374,57209
381804,96374,71910
381805,96374,84770
381806,96374,95566
381807,96374,96732
381808,96374,97174
381809,96374,101905
381845,96388,361
381856,96390,9142
381857,96390,28742
381858,96390,51423
381859,96390,89385
381860,96390,92008
381870,96393,110623
381875,96399,51312
381877,96399,101184
381916,96411,65747
381928,96415,41084
381950,96415,108920
381974,96425,43667
381977,96425,89061
382116,96467,24438
382117,96467,76539
382118,96467,82385
382119,96467,98913
382194,96475,1496
382195,96475,12345
382196,96475,76017
382197,96475,77281
382198,96475,96601
382282,96506,47639
382283,96506,50364
382284,96506,90246
382309,96513,108583
382553,96571,90351
382678,96586,104852
382716,96601,246
382718,96602,47755
382719,96602,54026
382720,96602,81938
382721,96602,100570
382722,96602,105331
382723,96604,2998
382730,96608,55322
382791,96631,107325
382805,96640,52873
382904,96652,41533
382905,96652,86852
382996,96674,90978
383029,96690,110046
383086,96706,110840
383087,96706,112294
383099,96711,27151
383101,96713,102763
383110,96715,103349
383235,96748,40140
383236,96748,43074
383239,96748,75460
383266,96755,34323
383278,96758,81458
383279,96758,87479
383280,96758,107590
383281,96758,109510
383317,96760,90640
383318,96760,96642
383325,96767,92634
383327,96767,92839
383328,96767,95365
383335,96769,35102
383339,96769,92855
383456,96790,79016
383509,96804,106377
383516,96805,50772
383518,96805,78296
383522,96805,111565
383546,96812,110096
383549,96813,102347
383627,96825,88691
383635,96826,11694
383665,96836,97516
383719,96853,111086
383723,96854,92061
383741,96861,61627
383742,96861,70844
383777,96871,14648
383782,96871,38896
383783,96871,50136
383784,96871,84128
383787,96871,104093
383788,96871,108944
383789,96871,109172
383823,96881,59487
383827,96881,80569
383833,96881,111323
383839,96882,71231
383840,96882,96085
383862,96892,9934
383867,96892,105780
383926,96911,30209
383964,96920,85453
383969,96922,62402
384013,96932,68700
384027,96933,80513
384028,96933,85048
384029,96934,10275
384030,96934,13412
384031,96934,13856
384032,96934,14161
384033,96934,21743
384034,96934,68547
384035,96934,100583
384042,96939,17759
384137,96967,106521
384168,96975,61859
384259,96995,71444
384260,96995,100096
384299,96999,68533
384334,97008,59234
384431,97026,38997
384470,97044,9857
384471,97044,35346
384472,97044,63662
384473,97044,89348
384474,97044,98584
384476,97046,105110
384519,97048,84109
384584,97049,78670
384638,97067,95194
384658,97078,532
384659,97078,1837
384660,97078,39295
384661,97078,57516
384662,97078,61708
384663,97078,64515
384664,97078,80972
384665,97078,83765
384666,97078,85886
384667,97078,99468
384668,97078,104106
384669,97078,107257
384670,97078,108281
384671,97078,108805
384672,97078,109732
384673,97078,110276
384674,97078,110970
384675,97078,111252
384676,97078,112361
384688,97082,95391
384813,97112,22973
384814,97112,54597
384917,97140,39218
384926,97142,108794
384932,97146,112258
384942,97154,13873
384994,97171,100644
385120,97189,70511
385125,97189,86155
385162,97193,80982
385178,97202,90202
385276,97234,89854
385384,97259,34808
385385,97259,43729
385386,97259,77282
385387,97259,97969
385388,97259,104480
385523,97278,43133
385548,97286,107521
385574,97297,61875
385581,97300,108300
385583,97301,53117
385584,97301,65386
385587,97304,33650
385588,97304,45376
385589,97304,45659
385590,97304,48478
385591,97304,51258
385592,97304,52843
385593,97304,53434
385594,97304,54449
385595,97304,57724
385596,97304,60969
385597,97304,62054
385598,97304,62533
385599,97304,66110
385600,97304,77710
385601,97304,77917
385602,97304,83663
385603,97304,86852
385604,97304,98069
385611,97306,64771
385628,97308,64333
385629,97308,71079
385630,97308,90299
385631,97308,97293
385632,97308,103278
385680,97318,68329
385687,97321,108473
385751,97338,102331
385752,97338,104344
385753,97338,105181
385754,97338,110657
385769,97342,40509
385770,97342,45456
385802,97349,64771
385805,97349,101421
385833,97352,104996
385837,97352,108738
385871,97364,52650
385872,97366,24759
385909,97380,83564
385938,97390,98978
385941,97392,43281
386034,97403,60106
386111,97409,64870
386133,97416,58171
386134,97417,11877
386136,97417,46493
386137,97417,90827
386177,97429,57163
386180,97429,63780
386182,97429,69761
386184,97429,84148
386187,97429,106812
386210,97436,4890
386214,97436,35356
386219,97436,59743
386225,97436,100596
386237,97440,89992
386244,97440,111023
386245,97441,82521
386290,97450,108583
386339,97457,83470
386373,97467,64771
386382,97467,109585
386428,97483,111215
386429,97483,111290
386430,97484,30209
386485,97503,13806
386531,97523,34083
386532,97523,37953
386533,97523,67102
386534,97523,81107
386535,97523,99682
386537,97526,96744
386539,97528,48179
386581,97546,81047
386598,97548,64258
386606,97549,66701
386713,97571,33482
386714,97571,87483
386715,97571,97562
386716,97571,109386
386736,97580,41062
386744,97581,39813
386792,97598,87479
386814,97604,20599
386815,97604,53436
386816,97604,54073
386817,97604,90840
386818,97604,91528
386819,97604,92375
386820,97604,110248
386856,97613,64437
386860,97613,96408
386863,97614,90115
386864,97614,98331
386865,97614,98776
386881,97617,7329
386882,97617,14749
386883,97617,16648
386884,97617,17323
386885,97617,17324
386886,97617,17613
386887,97617,22552
386888,97617,22964
386889,97617,23652
386890,97617,26617
386891,97617,28138
386892,97617,31615
386893,97617,34505
386894,97617,35513
386895,97617,40748
386896,97617,43434
386897,97617,44607
386898,97617,46317
386899,97617,47083
386900,97617,52799
386901,97617,53811
386902,97617,54418
386903,97617,55901
386904,97617,58285
386905,97617,62969
386906,97617,67245
386907,97617,71678
386908,97617,78029
386909,97617,79824
386910,97617,84282
386911,97617,90860
386912,97617,93447
386913,97617,93700
386914,97617,94270
386915,97617,97717
386916,97617,97718
386917,97617,98029
386918,97617,99274
386919,97617,101397
386920,97617,101935
386921,97617,101964
386922,97617,101967
386923,97617,102019
386924,97617,102021
386925,97617,102830
386926,97617,104655
386927,97617,106266
386928,97617,107562
386929,97617,108454
386930,97617,109137
386931,97617,109248
386932,97617,111246
386933,97617,111648
386935,97618,57033
386997,97644,129
386998,97644,4010
386999,97644,7302
387000,97644,47034
387001,97644,49720
387002,97644,49981
387003,97644,74434
387004,97644,84049
387005,97644,85717
387006,97644,96674
387007,97644,100196
387008,97644,104656
387009,97644,107932
387155,97686,101025
387171,97692,51542
387173,97692,98919
387243,97712,92669
387244,97712,94489
387248,97713,21497
387278,97717,67245
387321,97718,67245
387372,97722,101500
387434,97729,52327
387547,97766,24646
387586,97775,45955
387619,97775,112296
387633,97782,89372
387646,97790,84788
387647,97790,96216
387648,97790,97920
387649,97790,104224
387652,97793,5922
387655,97793,16537
387667,97796,59753
387671,97796,111360
387715,97813,6430
387732,97821,57361
387733,97821,64771
387753,97822,98015
387795,97834,64085
387798,97836,102763
387923,97877,27774
387997,97885,93700
388034,97890,29886
388037,97890,111296
388051,97894,406
388061,97896,64771
388068,97897,34477
388069,97897,53128
388107,97904,99116
388110,97905,67843
388111,97905,92620
388128,97909,107134
388175,97920,36310
388178,97920,86524
388182,97920,108506
388225,97940,103360
388228,97942,97774
388283,97947,13329
388290,97948,20130
388296,97950,38047
388297,97950,40186
388298,97950,50412
388299,97950,53246
388300,97950,64924
388301,97950,74698
388302,97950,85345
388303,97950,90747
388304,97950,108132
388305,97951,42736
388306,97951,58884
388307,97951,79897
388308,97951,82690
388335,97975,42462
388336,97975,92098
388337,97975,97118
388353,97984,45752
388378,97996,41964
388379,97996,45251
388380,97996,96657
388381,97996,96901
388392,98000,99118
388426,98013,78591
388547,98029,109248
388562,98034,104405
388586,98044,20658
388604,98048,86155
388639,98054,45456
388658,98054,104863
388665,98059,15751
388700,98066,75976
388751,98076,66459
388752,98076,104213
388753,98076,105105
388761,98079,43571
388774,98079,57789
388813,98085,48107
388817,98085,66640
388826,98087,5617
388833,98088,111343
388834,98089,106683
388835,98089,107776
388839,98090,48787
388840,98090,50963
388841,98090,55557
388850,98095,23461
388851,98095,75569
388852,98095,102085
388853,98095,108427
388889,98109,50751
388892,98109,93254
388908,98113,81374
389023,98154,30756
389095,98170,31447
389154,98188,81923
389155,98188,82549
389182,98189,81933
389185,98189,98238
389221,98199,58934
389233,98203,89315
389234,98203,90830
389238,98208,4944
389239,98208,40033
389240,98208,86025
389241,98208,106964
389336,98225,109600
389398,98238,98189
389399,98238,101742
389477,98252,40287
389520,98259,38963
389715,98295,23183
389724,98297,37514
389740,98306,96333
389754,98312,41969
389762,98315,111252
389770,98316,52819
389795,98318,22635
389800,98318,57166
389812,98318,103971
389836,98327,30529
389923,98337,105540
389967,98356,77769
390085,98388,10605
390086,98388,20861
390087,98388,32864
390088,98388,48109
390089,98388,51032
390090,98388,60687
390091,98388,89277
390092,98388,92492
390093,98388,93359
390094,98388,94891
390095,98388,95035
390096,98388,95109
390097,98388,95334
390098,98388,96533
390099,98388,96979
390100,98388,96998
390101,98388,97550
390102,98388,97669
390103,98388,97917
390104,98388,98175
390105,98388,98385
390106,98388,98829
390108,98391,60709
390109,98391,85184
390110,98391,99420
390111,98391,101452
390112,98391,103504
390113,98393,82806
390169,98423,66459
390179,98427,46751
390262,98451,47872
390264,98451,97417
390268,98452,14061
390286,98458,19258
390287,98458,31285
390288,98458,65049
390292,98464,25131
390367,98495,23461
390404,98510,72378
390551,98543,85993
390574,98555,43081
390602,98561,64771
390634,98565,43775
390715,98583,27905
390743,98593,64736
390755,98593,110051
390757,98594,95789
390817,98605,66904
390846,98609,32951
390880,98621,63991
390920,98646,104987
390921,98646,111321
390969,98655,38145
390970,98655,89096
390971,98655,94272
390972,98655,97392
390973,98655,98330
390974,98655,99025
390975,98655,100840
390976,98655,104841
390977,98655,107155
390978,98655,108740
390979,98655,110438
391012,98660,44081
391088,98676,17778
391090,98676,40870
391119,98681,57065
391120,98681,57818
391121,98681,98865
391123,98686,38963
391141,98689,74512
391179,98695,109065
391222,98708,22650
391223,98708,43732
391224,98708,74330
391227,98709,66593
391229,98709,103730
391230,98709,104963
391294,98732,29888
391317,98739,81107
391333,98742,73260
391407,98763,12155
391408,98763,106026
391503,98781,23660
391519,98783,110231
391565,98798,100398
391615,98800,97417
391623,98801,20739
391630,98802,66290
391643,98805,12121
391658,98808,108186
391688,98816,102051
391712,98826,42867
391713,98827,25277
391714,98827,25554
391715,98827,55306
391716,98827,72064
391717,98827,96263
391718,98827,97179
391719,98827,104154
391720,98827,105517
391721,98827,105543
391751,98832,90667
391780,98840,69401
391781,98840,71177
391810,98849,49600
391856,98868,100322
391900,98881,52095
391923,98881,111315
391936,98886,82552
391957,98888,54604
391968,98889,71508
391971,98889,90479
392010,98906,102292
392067,98915,110151
392070,98918,92326
392071,98919,35679
392072,98919,37783
392073,98919,51542
392074,98919,79942
392075,98919,83585
392076,98919,85247
392077,98919,85618
392078,98919,92830
392079,98919,94000
392080,98919,97692
392081,98919,103430
392082,98919,106952
392083,98919,108867
392084,98919,108941
392085,98919,110445
392086,98919,110652
392087,98919,110772
392088,98919,111047
392109,98922,95874
392147,98934,46027
392153,98939,65493
392185,98943,111217
392211,98958,23651
392212,98959,46878
392222,98964,11289
392224,98964,21650
392255,98978,69366
392256,98978,88571
392257,98978,88742
392258,98978,94210
392259,98978,94767
392260,98978,103781
392261,98978,111832
392345,98996,42649
392359,98999,91259
392369,99003,79830
392370,99003,97115
392371,99004,59106
392418,99024,19841
392423,99024,93932
392427,99025,24558
392429,99025,31734
392432,99025,43281
392434,99025,57425
392439,99025,75163
392446,99025,94365
392488,99030,96945
392516,99042,63810
392517,99042,70440
392519,99043,99914
392538,99052,103989
392581,99063,22490
392620,99075,30869
392624,99075,111296
392657,99081,99646
392707,99088,56465
392758,99100,20625
392768,99100,63575
392807,99108,63363
392858,99117,110587
392863,99118,98000
392927,99138,30449
392928,99138,35882
392936,99140,103638
392966,99152,3481
393031,99168,66407
393065,99174,110942
393100,99183,14316
393101,99183,59637
393102,99183,91237
393103,99183,97309
393145,99204,14775
393146,99204,25919
393149,99207,13629
393166,99209,84385
393173,99211,99143
393180,99216,43189
393189,99222,25437
393190,99222,49748
393191,99222,56181
393192,99222,58687
393193,99222,75198
393194,99222,77771
393195,99222,79422
393196,99222,88635
393197,99222,91368
393198,99222,95841
393199,99222,98662
393200,99222,105932
393201,99222,106823
393202,99222,108638
393203,99222,109501
393204,99222,111408
393205,99222,111458
393217,99230,67306
393218,99230,89843
393219,99230,104065
393238,99235,67384
393254,99238,27774
393264,99242,33260
393265,99242,83704
393287,99249,71498
393367,99274,67245
393404,99285,40232
393438,99294,112084
393460,99299,1666
393461,99299,35367
393462,99299,54156
393463,99299,98095
393521,99323,105136
393545,99331,33977
393581,99339,31247
393710,99354,105789
393778,99373,41358
393801,99388,64104
393811,99395,25294
393823,99400,64107
393827,99402,66569
393903,99420,60709
393962,99436,28077
393967,99438,97417
393973,99440,34291
394022,99447,79056
394064,99453,92497
394107,99466,6162
394137,99475,86384
394161,99484,109002
394169,99487,47571
394240,99518,16421
394241,99518,49595
394242,99518,58205
394243,99518,71667
394244,99518,78513
394250,99523,94766
394252,99526,57633
394258,99528,66640
394259,99528,76536
394272,99532,59446
394274,99532,86635
394283,99535,60841
394284,99535,80668
394285,99535,105622
394286,99535,112276
394289,99537,406
394290,99537,5139
394301,99537,94785
394334,99544,106324
394346,99550,11567
394347,99550,97353
394348,99551,34728
394349,99551,46913
394350,99551,112026
394351,99551,112109
394381,99554,73559
394430,99562,50317
394456,99569,64771
394474,99571,12530
394488,99579,95733
394489,99579,104329
394490,99580,37280
394491,99580,45695
394492,99580,61644
394493,99580,107903
394520,99587,109301
394547,99598,72325
394548,99598,74556
394549,99598,94146
394550,99598,94990
394551,99598,95492
394552,99598,99877
394553,99598,107978
394554,99598,109030
394582,99609,4595
394584,99609,21749
394588,99609,97905
394615,99616,102451
394618,99616,107921
394629,99624,16472
394630,99624,18920
394631,99624,26745
394632,99624,41237
394633,99624,75381
394634,99624,81054
394635,99624,96003
394636,99624,107023
394637,99624,111183
394705,99646,109600
394731,99654,43124
394734,99654,64771
394737,99654,97357
394743,99656,107474
394770,99667,81158
394847,99678,25561
394848,99678,26377
394849,99678,95465
394850,99678,99295
394851,99678,103684
394852,99678,103970
394853,99678,106611
394854,99678,107194
394869,99680,55133
394878,99684,29484
394882,99684,68755
394883,99684,71508
394908,99691,3007
395022,99712,52189
395039,99715,62815
395044,99715,93079
395047,99716,64980
395048,99716,65708
395049,99716,70861
395050,99716,105919
395070,99723,73053
395071,99723,106648
395078,99724,69798
395121,99738,99116
395127,99742,78260
395209,99762,97218
395231,99768,110652
395236,99769,34651
395243,99772,63191
395244,99772,64870
395245,99772,104167
395262,99776,109125
395278,99779,61518
395280,99779,88547
395281,99779,104840
395303,99786,44957
395340,99796,49096
395363,99806,71381
395384,99813,111882
395385,99814,6129
395386,99814,14738
395387,99814,23107
395388,99814,23714
395389,99814,24236
395390,99814,30337
395391,99814,33295
395392,99814,34281
395393,99814,37027
395394,99814,37445
395395,99814,37761
395396,99814,40858
395397,99814,41408
395398,99814,54758
395399,99814,71813
395400,99814,74273
395401,99814,76881
395402,99814,86369
395403,99814,91643
395404,99814,93673
395405,99814,94038
395406,99814,94234
395407,99814,94271
395408,99814,95868
395409,99814,97139
395410,99814,98348
395411,99814,99011
395412,99814,103961
395413,99814,105316
395414,99814,106365
395415,99814,108553
395416,99814,108748
395417,99814,110858
395469,99824,78878
395538,99835,24553
395637,99861,95112
395647,99865,106314
395687,99879,36823
395704,99879,112355
395797,99901,35250
395871,99918,95394
395872,99919,71472
395896,99924,35102
395904,99926,48176
395966,99944,96586
395974,99945,14905
396001,99947,100264
396012,99950,66767
396045,99958,92151
396057,99966,13748
396058,99966,94970
396103,99978,93207
396104,99978,104149
396134,99985,45637
396137,99987,97714
396146,99989,20993
396147,99989,31982
396148,99989,32193
396149,99989,64515
396150,99989,68050
396151,99989,82456
396152,99989,84403
396153,99989,89540
396154,99989,100863
396155,99989,103364
396156,99989,104513
396157,99989,106002
396168,99991,100923
396244,100021,24679
396245,100021,65921
396249,100021,103485
396300,100037,7006
396301,100037,7354
396302,100037,12015
396303,100037,13714
396304,100037,25349
396305,100037,27095
396306,100037,31534
396307,100037,40766
396308,100037,41061
396309,100037,44965
396310,100037,47928
396311,100037,49398
396312,100037,51639
396313,100037,68742
396314,100037,72355
396315,100037,80195
396316,100037,80881
396317,100037,81654
396318,100037,81783
396319,100037,82016
396320,100037,88347
396321,100037,89355
396322,100037,89607
396323,100037,98541
396324,100037,102864
396325,100037,103393
396326,100037,103531
396335,100039,24579
396339,100039,40373
396348,100039,67245
396367,100039,111648
396377,100046,28940
396380,100046,51542
396401,100047,85199
396407,100048,76210
396420,100056,10231
396421,100056,17045
396422,100056,20694
396423,100056,29937
396424,100056,29945
396425,100056,36397
396426,100056,42516
396427,100056,71447
396428,100056,83908
396429,100056,93942
396430,100056,100326
396431,100056,105395
396432,100056,108798
396433,100056,110377
396444,100060,98966
396453,100062,99505
396488,100079,110167
396505,100087,83283
396578,100107,19508
396583,100108,5617
396600,100111,76328
396617,100118,32350
396717,100147,59721
396729,100148,8969
396764,100155,83351
396837,100172,90093
396842,100172,103639
396853,100174,20150
396857,100174,36091
396913,100183,107520
396929,100188,93951
396930,100188,100171
396942,100191,13222
396950,100198,50301
396951,100198,104056
396952,100198,109303
396961,100201,64771
396999,100219,59246
397005,100219,80421
397060,100227,40777
397064,100229,51253
397069,100232,97953
397097,100244,17984
397098,100244,22749
397106,100245,58905
397108,100245,64879
397169,100263,28382
397172,100264,46276
397178,100265,87065
397180,100265,94693
397277,100286,55183
397281,100287,112044
397287,100290,34974
397325,100300,74646
397395,100317,96294
397440,100326,26273
397463,100326,103035
397501,100330,34122
397503,100330,66411
397504,100330,69891
397507,100330,85213
397508,100330,99813
397509,100330,104627
397595,100348,111962
397612,100353,45261
397623,100359,95539
397663,100371,72438
397830,100418,73596
397859,100424,72864
397860,100424,87484
397861,100424,99317
397870,100430,22333
397874,100430,53592
397890,100434,68744
397927,100443,92784
397929,100443,111321
397939,100449,64771
397945,100449,97907
397966,100452,73430
397967,100452,86809
397968,100452,100161
397972,100455,64736
398013,100463,53294
398022,100466,43996
398024,100466,49433
398073,100476,84543
398075,100480,35528
398076,100480,75172
398077,100480,75641
398078,100480,77523
398079,100480,83078
398099,100485,97445
398107,100487,110056
398111,100488,46516
398148,100498,51027
398169,100500,80671
398170,100502,97867
398171,100502,110636
398240,100523,110151
398243,100524,91588
398248,100528,64771
398256,100530,57163
398257,100530,59585
398258,100530,69761
398259,100530,79523
398260,100530,86074
398261,100530,99268
398262,100530,100006
398263,100530,100417
398264,100530,106812
398265,100530,109081
398266,100530,110847
398279,100536,95175
398308,100544,85695
398309,100544,92777
398310,100544,99771
398311,100544,99948
398312,100544,100536
398313,100544,100622
398314,100544,102008
398315,100544,103211
398316,100544,106671
398317,100544,106847
398318,100544,108258
398319,100544,110607
398320,100544,110878
398366,100550,106354
398399,100555,69203
398402,100557,47524
398427,100567,98251
398458,100576,64935
398469,100580,20317
398470,100580,27364
398471,100580,32749
398508,100596,4890
398509,100596,8070
398512,100596,25458
398523,100596,85346
398526,100596,97436
398527,100596,101751
398530,100596,110255
398552,100601,111359
398567,100609,84824
398568,100609,102025
398605,100621,102285
398606,100621,104035
398643,100624,89769
398647,100624,110148
398663,100631,21813
398694,100644,97171
398779,100666,14355
398780,100666,43227
398781,100666,82989
398782,100666,99256
398812,100678,44020
398814,100678,109758
398887,100687,98076
398899,100691,22431
398918,100697,29046
398962,100706,5677
398968,100710,57408
398969,100710,79356
398993,100718,17335
398994,100718,44046
399010,100730,31661
399043,100740,111636
399079,100756,26845
399081,100756,32403
399082,100756,39883
399084,100756,46587
399153,100775,95176
399217,100789,83430
399239,100793,103783
399240,100794,11732
399252,100799,34009
399253,100799,36267
399254,100799,36349
399259,100799,100909
399333,100820,22635
399335,100820,86384
399344,100829,47299
399345,100829,63803
399356,100835,94385
399366,100838,18061
399367,100838,24272
399368,100838,30228
399369,100838,40291
399370,100838,61518
399371,100838,91672
399467,100850,71444
399468,100850,104062
399482,100856,12345
399537,100874,54909
399538,100874,59148
399542,100874,96022
399544,100874,112036
399545,100875,98261
399555,100883,58684
399561,100884,81271
399562,100884,96663
399563,100884,97634
399564,100884,98066
399586,100892,47806
399612,100904,92368
399630,100909,45501
399642,100910,92237
399699,100919,97485
399711,100919,111315
399715,100922,7822
399716,100922,54092
399717,100922,76787
399718,100922,80771
399719,100922,88999
399720,100922,105334
399721,100922,107295
399722,100922,107898
399723,100922,110517
399724,100923,97360
399735,100927,72601
399770,100938,108381
399799,100945,29467
399854,100952,39441
399855,100952,43021
399856,100952,70273
399857,100952,101174
399861,100954,82884
399893,100970,107990
399976,100997,110514
399978,100998,10506
400031,101010,35196
400032,101010,35988
400051,101018,61724
400053,101018,82408
400088,101034,9372
400090,101034,51842
400101,101039,16167
400103,101039,39139
400108,101039,106559
400109,101039,108170
400134,101052,57225
400136,101056,56939
400137,101056,91914
400138,101056,103465
400139,101057,111121
400141,101058,49433
400225,101074,40374
400231,101074,66838
400275,101091,52799
400283,101091,111648
400295,101095,78549
400489,101134,77466
400502,101143,47197
400503,101143,67624
400504,101143,98283
400505,101143,99988
400506,101143,106670
400507,101143,107462
400536,101151,28494
400544,101153,66896
400557,101155,6093
400558,101155,41285
400582,101170,70468
400595,101174,100957
400620,101179,101063
400626,101182,9681
400671,101190,26622
400708,101200,106081
400776,101216,57746
400855,101228,3650
400856,101228,16110
400857,101228,103122
400882,101243,107772
400885,101246,38610
400905,101256,4790
400926,101262,17554
400941,101264,52232
400948,101265,106139
400991,101276,104039
401072,101305,55670
401075,101305,78840
401084,101305,106035
401150,101325,103254
401174,101327,53500
401175,101327,68889
401206,101334,31139
401228,101337,59114
401229,101337,103874
401238,101344,106635
401239,101345,40028
401240,101345,58078
401241,101345,67064
401242,101345,67644
401243,101345,75087
401244,101345,102619
401245,101345,108087
401246,101345,112136
401247,101346,52132
401258,101351,16874
401259,101351,46927
401260,101351,56927
401261,101351,92403
401262,101351,109383
401280,101360,66854
401289,101363,27624
401312,101381,94378
401316,101383,43164
401320,101384,86384
401338,101389,83561
401340,101390,16870
401360,101393,72864
401361,101393,101382
401362,101393,102461
401371,101396,50045
401416,101400,81026
401442,101409,105005
401468,101417,108446
401470,101420,17996
401479,101421,64771
401482,101421,97349
401532,101427,79548
401580,101432,29794
401656,101457,70600
401657,101457,102953
401670,101462,101500
401681,101462,110840
401699,101471,59585
401700,101471,81787
401701,101471,86074
401702,101471,94378
401703,101472,15512
401704,101473,62175
401734,101475,111343
401736,101478,41258
401746,101482,4865
401759,101487,110794
401789,101500,101462
401798,101500,104768
401820,101505,47468
401821,101505,60050
401822,101505,74338
401823,101505,90484
401824,101505,91989
401825,101505,94708
401826,101505,95074
401827,101505,103209
401828,101505,104438
401829,101505,104725
401830,101505,104996
401831,101505,105117
401832,101505,105687
401833,101505,106226
401834,101505,106287
401835,101505,107837
401836,101505,108022
401837,101505,108143
401838,101505,108263
401839,101505,108278
401840,101505,108857
401841,101505,108955
401842,101505,109871
401843,101505,110096
401844,101505,110216
401845,101505,110421
401846,101505,110573
401847,101505,110964
401848,101505,111555
401867,101509,87843
401872,101510,34384
401877,101511,35999
401879,101511,65107
401882,101511,106287
401884,101511,108263
401903,101513,87843
401915,101514,87843
401916,101514,89949
401936,101518,90202
401981,101531,32312
401982,101531,55146
401983,101531,62876
401984,101531,64444
401985,101531,67255
401986,101531,81404
401987,101531,83816
401988,101531,91182
401989,101531,93567
401990,101531,96007
401991,101531,100505
401992,101531,103694
401993,101531,107670
401994,101531,108132
402019,101543,23104
402041,101551,73260
402093,101570,9497
402094,101570,10270
402095,101570,11965
402096,101570,17045
402097,101570,19711
402098,101570,29937
402099,101570,36382
402100,101570,37745
402101,101570,40276
402102,101570,41270
402103,101570,42516
402104,101570,48638
402105,101570,59585
402106,101570,61724
402107,101570,62334
402108,101570,74915
402109,101570,82408
402110,101570,92425
402111,101570,105576
402112,101570,110377
402113,101570,111979
402172,101586,112294
402211,101600,83332
402223,101606,29637
402224,101606,54056
402225,101606,68636
402327,101632,102264
402365,101640,47850
402366,101640,90846
402391,101653,106441
402424,101663,42037
402430,101667,75819
402513,101688,87090
402514,101688,110673
402518,101690,31210
402519,101690,53011
402520,101690,103066
402581,101710,44822
402591,101712,24571
402593,101712,42789
402651,101740,104464
402683,101751,21396
402685,101751,76739
402689,101751,91763
402690,101751,100596
402784,101768,106948
402812,101773,109973
402871,101784,23862
402900,101793,37238
402902,101793,41216
402905,101793,98563
402908,101793,110652
402917,101798,71178
402919,101798,90246
402932,101803,19213
402943,101807,86267
402945,101807,101414
403027,101842,101651
403028,101842,102964
403046,101847,68442
403067,101851,38804
403068,101851,91321
403069,101851,97428
403079,101858,26190
403088,101859,21866
403104,101859,112197
403115,101860,107682
403121,101861,109190
403171,101876,34029
403193,101885,89903
403208,101887,36091
403210,101887,56408
403211,101887,59432
403213,101887,65315
403227,101887,108047
403229,101887,110467
403251,101889,98083
403286,101899,59664
403353,101912,11968
403366,101912,111740
403416,101928,40033
403485,101941,96140
403495,101943,85585
403496,101943,104496
403497,101944,55395
403498,101944,68352
403499,101944,70851
403500,101944,79078
403501,101944,89919
403536,101948,87986
403568,101958,82520
403607,101964,67245
403611,101964,93696
403632,101965,67027
403657,101970,64421
403684,101980,15899
403713,101991,23944
403735,101997,104656
403805,102019,52799
403808,102019,67245
403846,102025,100609
403856,102027,96767
403897,102047,110605
403901,102049,101150
403902,102049,110942
403905,102051,72846
403906,102051,98816
403919,102054,28022
403920,102054,43238
403921,102054,43711
403922,102054,43741
403923,102054,48788
403924,102054,50910
403925,102054,51902
403926,102054,51923
403927,102054,52454
403928,102054,52746
403929,102054,52996
403930,102054,74926
403931,102054,92441
403932,102054,97775
403933,102054,98079
403934,102054,100250
403935,102054,100347
403936,102054,100662
403937,102054,105231
403938,102054,105357
403939,102054,106292
403940,102054,109508
403941,102054,109745
403942,102054,110797
403943,102054,111272
403963,102061,59747
403964,102061,67215
403965,102061,81588
404036,102084,95095
404084,102102,99287
404193,102147,32341
404195,102147,49843
404206,102148,67542
404294,102182,99116
404303,102184,106700
404312,102190,69707
404331,102191,58960
404333,102192,15766
404370,102196,84352
404411,102199,110096
404435,102209,2571
404436,102209,6417
404437,102209,41037
404438,102209,77535
404439,102209,84845
404440,102209,90231
404441,102209,96784
404442,102209,100550
404443,102209,101017
404444,102209,103045
404445,102209,103230
404446,102209,106354
404447,102209,106774
404448,102209,109386
404449,102209,109494
404450,102209,110414
404451,102209,110786
404472,102216,66927
404476,102218,42960
404522,102218,112294
404538,102225,32857
404548,102227,46386
